720000,21000,34000,1190000,4300,3700000,21300000
600000,19000,26000,1240000,4800,5000000,14700000
660000,38000,15000,459999,4400,2500000,7800000
740000,20000,36000,120000,3800,4400000,11100000
680000,22000,24000,490000,9200,3000000,12300000
600000,19000,26000,1240000,4800,5000000,14700000
700000,47000,7000,110000,3500,1700000,15100000
660000,38000,15000,459999,4400,2500000,7800000
720000,24000,27000,140000,3800,3100000,12200000
620000,35000,3000,120000,6400,2900000,12000000
640000,26000,24000,640000,4000,2700000,12400000
670000,25000,13000,120000,4100,8100000,17400000
670000,23000,31000,210000,4600,3000000,9600000
740000,24000,28999,1010000,5000,2100000,10500000
620000,27000,43000,780000,5600,4800000,24400000
680000,30000,23000,459999,6100,5050000,23850000
600000,27000,28000,480000,6300,3100000,20100000
860000,23000,46000,100000,5400,900000,7200000
670000,23000,31000,210000,4600,3000000,9600000
740000,24000,28999,1010000,5000,2100000,10500000
710000,18000,36000,140000,4300,3100000,8700000
700000,32000,34000,130000,4200,2000000,6900000
740000,18000,30000,880000,6400,2600000,10300000
670000,54000,28000,540000,6000,2100000,10500000
680000,22000,31000,140000,5300,3400000,11400000
710000,20000,34000,1600000,5000,5100000,16600000
710000,34000,20000,610000,6300,4700000,16400000
730000,22000,30000,819999,4700,4200000,20700000
710000,43000,61000,1180000,4500,5400000,15500000
710000,44000,62000,1180000,4400,5200000,15200000
720000,39000,63000,1100000,4400,5500000,15600000
680000,25000,31000,1330000,5000,6900000,20200000
710000,43000,61000,1180000,4500,5400000,15500000
710000,44000,62000,1180000,4400,5200000,15200000
720000,39000,63000,1100000,4400,5500000,15600000
610000,27000,43000,750000,4900,6500000,24300000
690000,24000,33000,170000,3500,4700000,13600000
690000,21000,33000,180000,3400,4800000,13600000
750000,17000,32000,170000,4000,5100000,14800000
710000,26000,28999,1240000,4400,6200000,24000000
600000,34000,66000,1590000,4600,2600000,16400000
860000,26500,36000,120000,3400,1500000,8000000
980000,36000,46000,1050000,3800,400000,8300000
600000,34000,66000,1590000,4600,2600000,16400000
740000,25000,37000,1350000,6000,5200000,19200000
710000,12000,32000,960000,5400,6400000,16200000
600000,21000,24000,1210000,5000,5500000,16400000
750000,30500,40000,1889999,5900,4400000,17000000
740000,25000,37000,1350000,6000,5200000,19200000
730000,13000,32000,1440000,5100,3400000,10900000
710000,12000,32000,960000,5400,6400000,16200000
710000,23000,35000,1650000,4000,6000000,17100000
710000,23000,35000,1650000,4000,6000000,17100000
690000,33000,28000,130000,5100,3700000,18700000
650000,17000,54000,850000,8200,6400000,16300000
720000,27000,46000,1875000,5200,4500000,25500000
720000,31000,50000,1330000,5600,6800000,19500000
670000,41000,34000,919999,4900,2900000,15000000
670000,41000,34000,919999,4900,2900000,15000000
550000,48500,100,150000,6500,800000,10300000
600000,31000,24000,330000,4100,2500000,14300000
700000,14000,40000,170000,3500,1600000,8500000
720000,31000,50000,1330000,5600,6800000,19500000
730000,32000,48000,1330000,6000,5700000,19600000
590000,36000,4000,570000,4600,2100000,8700000
780000,24000,32000,1220000,5400,4200000,13800000
740000,16000,31000,685000,5900,3100000,13100000
690000,19000,28000,500000,5800,1400000,14600000
640000,13000,47000,160000,9200,4000000,15800000
670000,19000,36000,110000,2600,6300000,14300000
740000,39000,23000,700000,3300,2900000,12600000
650000,24000,32000,760000,3800,4800000,20300000
610000,30000,56000,280000,4400,4700000,17900000
610000,30000,56000,270000,4600,4600000,18400000
570000,26000,25000,1040000,2000,700000,5700000
650000,24000,32000,760000,3800,4800000,20300000
650000,42500,40000,1310000,3800,5900000,24100000
660000,24000,27000,1580000,3500,4600000,18800000
680000,27000,22000,810000,3400,5500000,20300000
670000,27000,31000,1570000,3599,4400000,17900000
819999,23000,40000,120000,2700,3600000,12100000
710000,37000,67000,1050000,4500,4900000,15500000
680000,19000,36000,190000,3500,3000000,9600000
810000,28000,39000,190000,2900,1800000,7900000
630000,31000,34000,220000,4500,2000000,7700000
710000,37000,67000,1050000,4500,4900000,15500000
790000,21000,40000,120000,3900,3800000,10700000
850000,21000,41000,430000,3599,2400000,9900000
810000,20000,40000,200000,3700,1900000,8700000
630000,25500,37000,110000,4000,3700000,11400000
560000,16000,27000,140000,4400,5300000,16800000
640000,59500,14000,520000,5800,1500000,9700000
630000,34000,33000,459999,3400,1900000,8000000
690000,25000,30000,409999,5400,2300000,11600000
790000,22000,38000,800000,4300,4600000,15200000
760000,18000,46000,1019999,5500,5800000,13500000
690000,25000,30000,409999,5400,2300000,11600000
720000,18000,41000,120000,4800,4100000,9700000
819999,23000,40000,750000,4900,1200000,7600000
740000,24000,42000,1400000,6600,4800000,19800000
740000,24000,42000,1400000,6600,4800000,19800000
610000,32000,24000,150000,3599,3800000,12400000
520000,44000,4000,140000,3599,4300000,11900000
520000,44000,4000,140000,3599,4300000,11900000
610000,32000,24000,150000,3599,3800000,12400000
640000,22000,56000,1450000,5500,2700000,15900000
630000,36000,30000,480000,4900,1400000,8500000
740000,24000,42000,1400000,6600,4800000,19800000
670000,24000,35000,1310000,5000,6400000,20500000
700000,23000,36000,1300000,5100,7200000,17700000
840000,27000,46000,869999,4800,3900000,19700000
670000,46000,18000,240000,3400,2500000,9800000
750000,28999,31000,894999,5500,2000000,15100000
980000,42000,48000,985000,3400,500000,11000000
710000,30000,46000,150000,6600,2900000,13300000
790000,19000,45000,150000,4500,1700000,9600000
760000,48000,37000,80000,3700,400000,10000000
630000,22000,43000,455000,3800,3100000,13000000
750000,27000,31000,1770000,5100,3300000,17300000
690000,23000,40000,750000,4000,5000000,15100000
720000,32000,47000,509999,4400,1900000,6500000
590000,23000,30000,1290000,5400,5700000,17000000
600000,67000,7000,120000,6000,900000,10800000
640000,25000,32000,550000,4900,4100000,17600000
640000,33000,31000,550000,4800,4200000,17300000
710000,34000,15000,120000,5300,6100000,18300000
680000,28000,40000,2200000,4800,4800000,16700000
690000,27000,40000,1400000,5000,6400000,22700000
680000,26000,56000,1190000,4300,6400000,22600000
680000,28999,56000,1190000,4300,6600000,23000000
670000,24000,41000,940000,4000,4900000,16600000
590000,30000,23000,420000,3800,4200000,11900000
680000,53000,35000,380000,3400,2600000,10900000
650000,28000,28000,850000,4700,5400000,21000000
660000,28000,28000,850000,5200,5500000,21100000
680000,28000,40000,2200000,4800,4800000,16700000
680000,28000,36000,800000,4500,2800000,12300000
660000,15000,34000,509999,5500,3400000,12500000
640000,28999,44000,360000,20000,7500000,18100000
640000,30000,45000,350000,19700,7600000,18000000
640000,28999,44000,360000,19700,7500000,18300000
680000,26000,24000,780000,5200,5400000,21400000
710000,32000,24000,1310000,5000,5200000,20400000
680000,26000,24000,780000,5200,5400000,21400000
680000,27000,26000,1610000,4900,5500000,19600000
710000,32000,24000,1310000,5000,5200000,20400000
690000,54000,32000,1320000,5000,5300000,23600000
680000,26000,34000,1390000,3400,3900000,13400000
580000,28000,35000,229999,5300,3600000,11400000
640000,21000,50000,1160000,4200,4500000,15300000
700000,16000,32000,830000,4500,3800000,12600000
1019999,44000,88000,620000,4900,2000000,12400000
680000,56999,28999,220000,4000,1500000,7700000
610000,40000,31000,90000,4800,2300000,17000000
560000,24500,25000,969999,3200,1200000,6800000
680000,18000,38000,140000,3800,3500000,11100000
700000,16000,32000,830000,4500,3800000,12600000
670000,13000,28999,530000,5100,3100000,12200000
620000,25000,25000,140000,3000,3500000,10500000
580000,26000,24000,919999,4400,5500000,15200000
750000,27000,36000,700000,3599,4500000,16400000
580000,26000,24000,919999,4400,5500000,15200000
570000,28000,24000,1750000,4400,6000000,16700000
750000,23000,36000,700000,3599,4300000,16100000
750000,27000,36000,700000,3599,4500000,16400000
720000,68500,21000,950000,7000,3300000,17200000
620000,25000,25000,140000,3000,3500000,10500000
650000,19000,30000,80000,4300,3300000,14400000
630000,49500,22000,180000,4600,3100000,14000000
710000,24000,41000,1780000,4600,3900000,14500000
640000,17000,32000,240000,4800,4100000,20000000
710000,25000,32000,1030000,4100,6600000,27200000
640000,17000,32000,240000,4800,4100000,20000000
710000,24000,41000,1780000,4600,3900000,14500000
680000,64000,8000,969999,6200,2600000,14200000
830000,28000,40000,780000,4100,3800000,19400000
819999,27000,39000,780000,3900,4900000,20800000
720000,23000,38000,1430000,5800,5500000,19400000
720000,23000,38000,1430000,5800,5500000,19400000
720000,23000,38000,1430000,5800,5500000,19400000
720000,23000,38000,1430000,5800,5500000,19400000
680000,52000,32000,1320000,4400,5400000,22100000
700000,26000,59000,140000,3700,4000000,12000000
620000,25000,21000,1555000,3900,2800000,15900000
730000,32000,23000,1370000,5000,4900000,19700000
770000,31000,26000,780000,3100,2300000,9000000
710000,21000,37000,240000,2600,2300000,10000000
680000,24000,34000,270000,4700,6450000,21850000
690000,40000,56000,1120000,4300,4000000,14200000
610000,18000,36000,200000,3800,2000000,24950000
680000,21000,27000,210000,3000,2600000,13900000
580000,20000,27000,140000,3100,1200000,7700000
560000,19000,26000,140000,3000,1200000,7600000
610000,41000,14000,1040000,3700,1800000,11900000
590000,21000,28000,459999,5300,4000000,19900000
850000,26000,21000,1620000,7400,4100000,19700000
690000,40000,56000,1120000,4300,4000000,14200000
580000,24000,44000,350000,2900,500000,10900000
580000,24000,39000,150000,5400,3700000,15800000
670000,26000,39000,110000,4000,4500000,14700000
630000,35000,30000,570000,3500,800000,9700000
630000,35000,30000,570000,3500,800000,9700000
640000,23000,39000,180000,3200,2300000,11800000
580000,36000,38000,90000,3700,300000,7500000
690000,11500,35000,540000,4800,3600000,10800000
690000,28999,40000,1945000,4300,3600000,15600000
690000,28000,40000,819999,3599,1500000,9500000
720000,28999,40000,1360000,4500,6600000,23100000
620000,24000,35000,120000,3800,2200000,16700000
690000,28999,40000,1945000,4300,3600000,15600000
690000,32000,26000,830000,5300,3200000,18000000
530000,57999,7000,690000,4300,3400000,14900000
530000,58500,7000,710000,4400,3400000,14500000
540000,59000,7000,700000,4500,3600000,14700000
690000,32000,26000,830000,5300,3200000,18000000
520000,60000,7000,700000,4400,3300000,14700000
580000,25000,26000,1310000,5100,4400000,14800000
660000,57999,30000,509999,5700,3000000,12300000
700000,28999,54000,1070000,4600,5900000,23400000
660000,19000,41000,890000,4600,5100000,16900000
670000,20000,41000,910000,4400,5000000,16600000
770000,26000,40000,110000,4200,900000,6000000
680000,32000,34000,120000,4400,1400000,6700000
700000,30000,49000,470000,3599,1700000,10500000
700000,24000,36000,280000,3400,2200000,11200000
610000,31000,57999,500000,3900,3600000,11400000
680000,44000,37000,509999,4700,4600000,20100000
670000,34000,30000,1560000,5400,5100000,19600000
710000,35000,24000,1540000,5500,4600000,19800000
730000,32000,25000,720000,5600,4700000,18000000
650000,28000,33000,1570000,5300,5100000,19000000
720000,23000,39000,1420000,5800,4900000,19200000
720000,23000,39000,1420000,5800,4900000,19200000
720000,23000,39000,1420000,5800,4900000,19200000
720000,23000,39000,1420000,5800,4900000,19200000
590000,15000,31000,580000,4100,5300000,15500000
740000,28000,42000,1980000,6600,5300000,19500000
620000,28000,22000,730000,4100,2600000,15700000
910000,59000,38000,160000,6600,3400000,18200000
630000,33000,27000,120000,4600,3400000,17500000
830000,39000,70000,1060000,4500,3300000,16900000
720000,19000,46000,380000,4100,8200000,18700000
750000,17000,44000,1130000,4600,6500000,14600000
670000,17000,50000,210000,4300,2700000,12200000
610000,41000,100,160000,6300,3600000,8700000
830000,20000,35000,90000,5000,1200000,7400000
610000,41000,100,160000,6300,3600000,8700000
600000,28999,21000,130000,5500,4200000,16800000
730000,41000,24000,680000,5700,4100000,16300000
730000,41000,24000,680000,5700,4100000,16300000
720000,43000,24000,670000,5800,4000000,16300000
730000,40000,24000,670000,5800,4100000,16600000
620000,33000,27000,490000,3599,3000000,13400000
620000,31000,26000,480000,3700,3600000,14800000
610000,36000,27000,210000,3500,1600000,10000000
500000,55000,14000,830000,3200,3500000,16400000
780000,25000,41000,370000,4200,3700000,14900000
570000,36000,21000,670000,3800,5100000,16600000
580000,34000,21000,660000,4000,5000000,16700000
680000,28000,60000,110000,13200,4200000,12700000
680000,25000,34000,470000,3100,3400000,13400000
660000,24000,35000,770000,3100,3600000,13500000
590000,30000,47000,785000,3000,1900000,13300000
610000,12500,25000,330000,4000,1000000,6900000
600000,10000,24000,110000,4100,1500000,6500000
660000,24000,35000,770000,3100,3600000,13500000
680000,25000,34000,470000,3100,3400000,13400000
680000,28000,44000,930000,3100,3500000,13700000
830000,41000,51000,200000,4600,1100000,20700000
750000,27000,31000,580000,5700,13100000,31300000
790000,26000,41000,1515000,4000,3800000,21600000
640000,34000,23000,630000,3900,3700000,14300000
650000,28000,35000,1540000,4200,5500000,19500000
720000,21000,41000,130000,3599,3300000,8500000
640000,32000,35000,480000,3000,3400000,10100000
680000,24000,34000,459999,3200,3700000,13500000
630000,23000,30000,180000,3300,1600000,9100000
650000,28000,34000,990000,3800,3000000,13300000
560000,26000,26000,570000,3100,1200000,8000000
630000,23000,30000,180000,3300,1600000,9100000
630000,23000,33000,150000,3599,1500000,10500000
580000,27000,27000,1230000,4500,5500000,17000000
590000,26000,40000,130000,4700,1200000,13900000
660000,18000,35000,150000,4900,4900000,14100000
740000,20000,43000,780000,4500,2700000,15300000
800000,24000,36000,150000,4700,1700000,12900000
640000,26000,42000,969999,4400,3000000,14000000
540000,31000,47000,300000,5300,4600000,14400000
540000,28999,47000,300000,5200,4700000,14500000
710000,14499,33000,459999,5000,3300000,13100000
560000,34000,10000,130000,3100,2000000,6800000
670000,19000,41000,1560000,5600,7500000,15500000
780000,18000,46000,1360000,5200,3800000,11800000
760000,17000,45000,1120000,5400,5600000,13700000
630000,12000,36000,210000,4400,4700000,14600000
730000,33000,40000,685000,3800,3200000,13800000
550000,33500,30000,250000,7099,2700000,12800000
730000,33000,40000,685000,3800,3200000,13800000
580000,40000,42000,440000,4700,3850000,24500000
730000,22000,37000,1430000,6300,4800000,19100000
730000,22000,37000,1430000,6300,4800000,19100000
610000,36000,33000,110000,5000,2400000,16900000
1000000,20000,39000,140000,5000,1900000,15200000
690000,24000,34000,470000,4000,4300000,16100000
640000,24000,32000,1490000,4700,5400000,16200000
710000,36500,14000,120000,5500,2400000,8400000
680000,15000,30000,530000,5000,4000000,12700000
730000,22000,37000,1430000,6300,4800000,19100000
680000,16000,40000,229999,3700,1800000,10200000
600000,26000,32000,350000,2800,2900000,11300000
600000,18000,27000,150000,8900,4000000,14300000
690000,33000,21000,100000,5300,3900000,14800000
770000,28999,48000,229999,4900,3600000,17800000
710000,39000,35000,1250000,4400,2600000,7200000
690000,33000,21000,100000,5300,3900000,14800000
770000,28999,48000,229999,4900,3600000,17800000
660000,90500,19000,80000,4800,1700000,20400000
720000,27000,27000,240000,4800,3000000,14900000
509999,33000,22000,160000,2700,1800000,8900000
509999,33000,22000,160000,2700,1800000,8900000
640000,31000,28000,150000,3700,1200000,11900000
730000,20000,44000,140000,4500,2100000,9800000
570000,32000,50000,260000,4900,1700000,15500000
640000,31000,28000,150000,3700,1200000,11900000
730000,20000,44000,140000,4500,2100000,9800000
720000,28000,26000,1250000,4600,4800000,17900000
750000,35000,28000,960000,5100,2600000,15700000
720000,27000,27000,240000,4800,3000000,14900000
600000,36000,39000,320000,2700,2000000,12500000
509999,33000,22000,160000,2700,1800000,8900000
500000,17000,56000,150000,2600,2400000,11500000
630000,39000,35000,590000,4000,8250000,26000000
670000,21000,32000,540000,4700,2900000,14000000
700000,30000,38000,1490000,3200,6000000,18100000
700000,30000,38000,1490000,3200,6000000,18100000
650000,36000,32000,110000,3100,1300000,6600000
610000,55000,15000,980000,3100,1900000,12500000
730000,24000,43000,200000,2100,2000000,6900000
680000,37000,51000,1180000,4400,6200000,16300000
680000,27000,12000,130000,4000,8700000,16800000
819999,28000,42000,180000,3100,3000000,9300000
630000,20000,40000,150000,3700,3500000,10700000
590000,26000,27000,1820000,4800,5200000,16800000
640000,19000,42000,290000,3200,3200000,8300000
630000,20000,40000,150000,3700,3500000,10700000
680000,37000,51000,1180000,4400,6200000,16300000
610000,35000,7000,140000,6900,2200000,10800000
710000,27000,31000,1820000,4600,5500000,25200000
680000,22000,31000,630000,3500,3300000,17000000
680000,27000,12000,130000,4000,8700000,16800000
580000,28000,34000,400000,3100,4000000,9900000
690000,49000,24000,120000,4900,1300000,12500000
630000,14000,39000,120000,4400,2600000,11600000
819999,28000,42000,180000,3100,3000000,9300000
720000,25000,39000,1895000,3800,4200000,15500000
730000,28000,36000,1270000,4000,3800000,14000000
720000,19000,39000,120000,3599,3200000,8500000
720000,19000,39000,120000,3599,3200000,8500000
720000,25000,39000,1895000,3800,4200000,15500000
730000,28000,36000,1270000,4000,3800000,14000000
740000,21000,27000,120000,4100,2700000,9900000
680000,26000,22000,770000,4700,5700000,21000000
740000,21000,27000,120000,4100,2700000,9900000
740000,31000,28000,160000,5000,3300000,13700000
700000,22000,31000,270000,3000,4100000,13600000
700000,21000,28000,869999,4500,3700000,22200000
700000,21000,28000,860000,4500,3700000,22100000
700000,21000,28000,860000,4500,3700000,22100000
690000,23000,38000,830000,4700,4700000,16200000
700000,21000,28000,869999,4500,3700000,22200000
700000,21000,28000,860000,4500,3700000,22100000
680000,28999,50000,1330000,5300,4800000,19400000
780000,21000,27000,120000,5100,2000000,8900000
710000,31000,47000,1360000,5600,5400000,19700000
680000,28999,50000,1330000,5300,4800000,19400000
640000,34000,10000,110000,4800,1900000,8400000
740000,15500,34000,229999,4500,7350000,21400000
720000,55000,9000,150000,10800,1600000,15100000
700000,23000,36000,710000,2800,3100000,10400000
690000,20000,37000,620000,2700,2400000,9700000
610000,28000,32000,250000,4200,2300000,21850000
660000,16000,32000,140000,3500,4900000,18600000
740000,15500,34000,229999,4500,7350000,21400000
620000,35000,4000,120000,6000,2300000,10800000
670000,22000,37000,160000,2800,2400000,10200000
610000,38000,20000,660000,3300,2500000,13700000
600000,25000,28000,220000,2600,5400000,12600000
660000,52000,44000,1220000,4800,5400000,24500000
690000,24000,36000,2080000,3100,4000000,13900000
710000,32000,32000,1100000,3800,1600000,6600000
580000,28000,27000,260000,5400,3000000,15600000
650000,41000,24000,1400000,4800,2400000,11300000
650000,41000,24000,1400000,4800,2400000,11300000
640000,28000,28999,160000,5200,3400000,12700000
720000,60000,20000,990000,7000,2100000,17400000
610000,20000,25000,120000,3800,3400000,12800000
590000,46000,14000,270000,4200,2700000,16000000
600000,27000,27000,160000,4600,3200000,11300000
640000,28000,28999,160000,5200,3400000,12700000
640000,41000,24000,1400000,4800,2400000,11300000
630000,23000,31000,150000,2200,1100000,8200000
710000,21000,27000,860000,5600,2600000,11100000
600000,37000,32000,100000,5300,3100000,21850000
610000,43000,35000,910000,5900,8300000,24900000
710000,21000,27000,860000,5600,2600000,11100000
700000,25000,28999,1520000,4700,4000000,17100000
590000,25000,19000,1240000,4700,5000000,16200000
680000,32000,21000,220000,4400,1500000,6800000
720000,39000,62000,1100000,4700,6600000,17800000
630000,21000,57999,1000000,8100,3400000,12600000
700000,14000,32000,900000,3900,5400000,14100000
680000,32000,21000,220000,4400,1500000,6800000
720000,39000,62000,1100000,4700,6600000,17800000
720000,28999,53000,1814999,4700,5900000,18200000
860000,37000,70000,1215000,3900,2100000,15800000
650000,38000,34000,340000,3599,3400000,20000000
660000,24000,28999,200000,2300,1900000,8600000
700000,17000,31000,480000,3400,3400000,13200000
550000,16000,22000,450000,3000,3000000,10200000
700000,24000,51000,1100000,2900,5500000,22700000
740000,28000,36000,110000,2800,4200000,10500000
700000,22000,28000,150000,3700,2900000,11500000
710000,55000,13000,170000,7299,2100000,16500000
630000,22000,33000,170000,4100,6700000,16400000
670000,47000,34000,890000,4300,3100000,17200000
590000,36000,41000,130000,4700,4500000,10400000
580000,25000,24000,1330000,4400,4100000,13700000
670000,47000,34000,890000,4300,3100000,17200000
620000,37000,30000,660000,34600,7900000,20000000
620000,18000,38000,150000,2800,3600000,11700000
600000,16000,37000,150000,2500,4300000,11700000
660000,34000,28000,130000,3500,3200000,9000000
740000,28999,28999,160000,4500,5300000,18000000
740000,26000,31000,760000,4700,5200000,17700000
700000,28000,36000,100000,3500,800000,7000000
710000,23000,39000,160000,3200,1200000,6500000
780000,19000,26000,890000,3900,4200000,18200000
630000,19000,28000,180000,2200,2800000,15800000
680000,20000,38000,470000,4000,2700000,10300000
570000,44000,13000,700000,2500,2800000,17300000
720000,40000,62000,1080000,4100,7000000,18900000
680000,23000,32000,160000,2600,4300000,14700000
570000,33500,34000,100000,4000,1300000,17400000
720000,40000,62000,1080000,4100,7000000,18900000
720000,28000,54000,1670000,4500,5400000,20000000
680000,19000,57999,1420000,3800,5100000,16400000
640000,30000,30000,225000,3800,800000,21000000
650000,30000,28999,225000,3700,800000,21000000
780000,18000,31000,1220000,5300,4600000,14000000
780000,18000,31000,1220000,5300,4600000,14000000
730000,51000,26000,330000,9000,700000,13500000
600000,24000,27000,190000,4800,4000000,17000000
590000,62000,28000,350000,3900,5500000,15200000
600000,24000,27000,190000,4800,4000000,17000000
670000,27000,12000,130000,4100,6200000,13800000
780000,34000,35000,180000,4200,800000,16700000
730000,26000,36000,520000,4000,3100000,14100000
740000,36000,33000,140000,2500,2700000,5500000
780000,28000,32000,900000,3599,3400000,11500000
610000,31000,26000,220000,5100,2800000,16700000
680000,18000,37000,160000,5500,4700000,15400000
740000,15000,42000,170000,4500,4900000,15400000
590000,13000,28000,190000,5000,2000000,7800000
720000,34000,34000,1260000,4800,700000,4100000
790000,19000,26000,210000,3900,800000,14300000
790000,19000,26000,210000,3900,800000,14300000
690000,25000,40000,130000,3800,2200000,10100000
580000,36000,32000,170000,3300,2200000,9600000
560000,35000,37000,100000,3800,600000,7200000
590000,32000,39000,330000,11400,2400000,14000000
720000,31000,46000,500000,4000,300000,2900000
610000,28000,22000,180000,3400,3200000,11600000
520000,36000,2000,160000,3100,2400000,10400000
560000,19000,47000,450000,3000,1900000,11200000
640000,10000,35000,490000,4800,3100000,10300000
640000,18000,48000,400000,18600,6400000,15000000
740000,25000,36000,1320000,6700,5300000,17800000
740000,25000,36000,1320000,6700,5300000,17800000
740000,25000,36000,1320000,6700,5300000,17800000
790000,34500,51000,1530000,4700,5400000,17100000
790000,34500,51000,1530000,4700,5400000,17100000
740000,25000,36000,1320000,6700,5300000,17800000
610000,24000,30000,150000,4500,2200000,6100000
680000,25000,24000,455000,5300,4100000,21100000
670000,31000,31000,990000,4000,1000000,17500000
720000,46000,65000,1040000,5000,7600000,19200000
550000,35000,35000,110000,4500,1400000,16700000
670000,24000,41000,869999,3599,2900000,14800000
680000,28000,17000,1390000,4700,4900000,16200000
640000,16000,22000,140000,4000,4100000,14900000
630000,26000,24000,720000,3900,3800000,17200000
770000,22000,42000,190000,5200,1000000,8700000
650000,18000,31000,170000,4400,3000000,12700000
720000,46000,65000,1040000,5000,7600000,19200000
700000,30000,51000,1360000,5000,4000000,16800000
919999,25000,34000,120000,2600,3100000,9300000
780000,28000,34000,160000,2800,3200000,11800000
700000,30000,51000,1360000,5000,4000000,16800000
780000,28000,34000,160000,2800,3200000,11800000
919999,25000,34000,120000,2600,3100000,9300000
840000,35000,71000,1220000,4600,2200000,16000000
610000,41000,24000,160000,4900,1600000,13700000
590000,21000,24000,1210000,4400,5300000,16500000
720000,34000,44000,420000,4700,5100000,14400000
670000,21000,42000,910000,4900,3100000,15000000
590000,37000,10000,160000,5700,3900000,12800000
770000,34000,27000,880000,6300,3900000,18400000
740000,30000,22000,140000,4600,1600000,13500000
680000,51000,30000,420000,6600,3800000,16500000
780000,22000,38000,1030000,5900,2800000,9900000
720000,35000,34000,1240000,5100,600000,3700000
600000,26000,50000,220000,4800,5900000,15300000
610000,26000,51000,220000,5000,6100000,15400000
650000,28000,27000,520000,4000,4400000,17900000
740000,41000,66000,1080000,5100,7700000,19400000
650000,28000,28999,270000,3800,2600000,10700000
670000,34000,54000,1630000,4700,4400000,18100000
720000,20000,34000,270000,3200,4900000,15100000
740000,20000,33000,190000,3500,3900000,13800000
819999,22000,30000,180000,4700,4700000,18500000
819999,23000,28999,180000,4700,4700000,18700000
710000,22000,33000,280000,3300,4800000,15300000
650000,28000,28999,270000,3800,2600000,10700000
600000,38000,26000,600000,3400,4200000,13400000
740000,41000,66000,1080000,5100,7700000,19400000
570000,18000,22000,420000,4200,2500000,11100000
730000,30000,22000,640000,5600,4400000,16800000
740000,24000,22000,1070000,4200,2600000,8100000
660000,25000,30000,160000,4600,3200000,13400000
740000,24000,22000,1070000,4200,2600000,8100000
740000,26000,30000,790000,4900,3800000,15700000
610000,32000,25000,170000,3400,3700000,13600000
690000,28000,27000,210000,3599,4200000,12100000
700000,23000,33000,580000,4000,2500000,13600000
710000,31000,50000,1450000,5900,600000,14800000
730000,20000,37000,120000,3700,4800000,11900000
690000,41000,33000,1010000,4300,2800000,15200000
640000,45000,7000,110000,3000,1000000,13100000
640000,47500,6000,100000,3000,900000,13100000
630000,27000,38000,90000,5100,700000,14000000
690000,41000,33000,1010000,4300,2800000,15200000
700000,28999,37000,490000,3400,2600000,12700000
590000,27000,28999,1140000,3599,3100000,11500000
690000,19000,40000,140000,3599,1400000,5500000
670000,30000,35000,140000,18000,3600000,16000000
720000,24000,40000,140000,4500,3100000,10600000
