7100,180,360,1400,43,31000,87000,990,3260,370
7000,320,340,1300,42,20000,69000,991,3310,650
7400,180,300,8800,64,26000,103000,996,2940,560
6700,540,280,5400,60,21000,105000,995,3270,370
6800,220,310,1400,53,34000,114000,993,3390,770
7100,200,340,16000,50,51000,166000,999,3210,600
7100,340,200,6100,63,47000,164000,995,3170,420
7300,220,300,8200,47,42000,207000,997,3330,460
7100,430,610,11800,45,54000,155000,997,3110,450
7100,440,620,11800,44,52000,152000,998,3120,460
7200,390,630,11000,44,55000,156000,997,3090,440
6800,250,310,13300,50,69000,202000,997,3220,480
7100,430,610,11800,45,54000,155000,997,3110,450
7100,440,620,11800,44,52000,152000,998,3120,460
7200,390,630,11000,44,55000,156000,997,3090,440
6100,270,430,7500,49,65000,243000,996,3120,470
6900,240,330,1700,35,47000,136000,990,3260,400
6900,210,330,1800,34,48000,136000,990,3250,410
7500,170,320,1700,40,51000,148000,992,3210,440
7100,260,290,12400,44,62000,240000,997,3040,420
6000,340,660,15900,46,26000,164000,998,3140,500
8600,265,360,1200,34,15000,80000,991,2950,360
9800,360,460,10500,38,4000,83000,996,2890,300
6000,340,660,15900,46,26000,164000,998,3140,500
7400,250,370,13500,60,52000,192000,998,3000,440
7100,120,320,9600,54,64000,162000,996,3400,410
6000,210,240,12100,50,55000,164000,997,3340,390
7500,305,400,18900,59,44000,170000,1000,2990,460
7400,250,370,13500,60,52000,192000,998,3000,440
7300,130,320,14400,51,34000,109000,997,3200,350
7100,120,320,9600,54,64000,162000,996,3400,410
7100,230,350,16500,40,60000,171000,999,3160,590
7100,230,350,16500,40,60000,171000,999,3160,590
6900,330,280,1300,51,37000,187000,993,3270,600
6500,170,540,8500,82,64000,163000,996,2890,390
7200,270,460,18750,52,45000,255000,1000,3040,520
7200,310,500,13300,56,68000,195000,998,3010,470
6700,410,340,9200,49,29000,150000,997,3220,510
6700,410,340,9200,49,29000,150000,997,3220,510
5500,485,1,1500,65,8000,103000,994,3630,400
6000,310,240,3300,41,25000,143000,991,3310,440
7000,140,400,1700,35,16000,85000,991,3190,420
7200,310,500,13300,56,68000,195000,998,3010,470
7300,320,480,13300,60,57000,196000,998,3040,500
5900,360,40,5700,46,21000,87000,993,3220,510
7800,240,320,12200,54,42000,138000,998,3010,540
7400,160,310,6850,59,31000,131000,995,3290,340
6900,190,280,5000,58,14000,146000,995,3290,360
6400,130,470,1600,92,40000,158000,993,3210,360
6700,190,360,1100,26,63000,143000,991,3270,480
7400,390,230,7000,33,29000,126000,994,3140,420
6500,240,320,7600,38,48000,203000,996,3450,540
6100,300,560,2800,44,47000,179000,992,3300,570
6100,300,560,2700,46,46000,184000,992,3310,570
5700,260,250,10400,20,7000,57000,994,3390,370
6500,240,320,7600,38,48000,203000,996,3450,540
6500,425,400,13100,38,59000,241000,998,3230,570
6600,240,270,15800,35,46000,188000,998,3240,510
6800,270,220,8100,34,55000,203000,996,3190,520
6700,270,310,15700,36,44000,179000,998,3260,560
8200,230,400,1200,27,36000,121000,992,3120,380
7100,370,670,10500,45,49000,155000,998,3160,440
6800,190,360,1900,35,30000,96000,992,3150,540
8100,280,390,1900,29,18000,79000,992,3230,520
6300,310,340,2200,45,20000,77000,993,3300,430
7100,370,670,10500,45,49000,155000,998,3160,440
7900,210,400,1200,39,38000,107000,992,3210,540
8500,210,410,4300,36,24000,99000,995,3180,530
8100,200,400,2000,37,19000,87000,992,3120,540
6300,255,370,1100,40,37000,114000,991,3000,390
5600,160,270,1400,44,53000,168000,992,3280,370
6400,595,140,5200,58,15000,97000,995,3380,360
6300,340,330,4600,34,19000,80000,992,3380,580
6900,250,300,4100,54,23000,116000,994,2990,380
7900,220,380,8000,43,46000,152000,993,3120,320
7600,180,460,10200,55,58000,135000,997,3140,430
6900,250,300,4100,54,23000,116000,994,2990,380
7200,180,410,1200,48,41000,97000,992,3140,450
8200,230,400,7500,49,12000,76000,997,3060,840
7400,240,420,14000,66,48000,198000,998,2890,420
7400,240,420,14000,66,48000,198000,998,2890,420
6100,320,240,1500,36,38000,124000,990,3290,420
5200,440,40,1400,36,43000,119000,989,3360,330
5200,440,40,1400,36,43000,119000,989,3360,330
6100,320,240,1500,36,38000,124000,990,3290,420
6400,220,560,14500,55,27000,159000,998,2980,400
6300,360,300,4800,49,14000,85000,993,3280,390
7400,240,420,14000,66,48000,198000,998,2890,420
6700,240,350,13100,50,64000,205000,997,3150,500
7000,230,360,13000,51,72000,177000,997,3160,490
8400,270,460,8700,48,39000,197000,997,3140,590
6700,460,180,2400,34,25000,98000,990,3080,440
7500,290,310,8950,55,20000,151000,997,3080,540
9800,420,480,9850,34,5000,110000,996,2870,290
7100,300,460,1500,66,29000,133000,991,3120,540
7900,190,450,1500,45,17000,96000,992,3130,390
7600,480,370,800,37,4000,100000,990,3030,390
6300,220,430,4550,38,31000,130000,992,3350,330
7500,270,310,17700,51,33000,173000,999,3090,640
6900,230,400,7500,40,50000,151000,993,3110,270
7200,320,470,5100,44,19000,65000,991,3030,410
5900,230,300,12900,54,57000,170000,997,3280,390
6000,670,70,1200,60,9000,108000,993,3110,350
6400,250,320,5500,49,41000,176000,995,3190,680
6400,330,310,5500,48,42000,173000,995,3190,660
7100,340,150,1200,53,61000,183000,994,3090,430
6800,280,400,22000,48,48000,167000,1000,2930,500
6900,270,400,14000,50,64000,227000,998,3180,580
6800,260,560,11900,43,64000,226000,997,3020,630
6800,290,560,11900,43,66000,230000,997,3020,630
6700,240,410,9400,40,49000,166000,995,3120,610
5900,300,230,4200,38,42000,119000,992,3150,500
6800,530,350,3800,34,26000,109000,991,3260,570
6500,280,280,8500,47,54000,210000,996,3090,540
6600,280,280,8500,52,55000,211000,996,3090,550
6800,280,400,22000,48,48000,167000,1000,2930,500
6800,280,360,8000,45,28000,123000,993,3020,370
6600,150,340,5100,55,34000,125000,994,3360,420
6400,290,440,3600,200,75000,181000,994,3020,410
6400,300,450,3500,197,76000,180000,994,3020,390
6400,290,440,3600,197,75000,183000,994,3010,380
6800,260,240,7800,52,54000,214000,996,3130,470
7100,320,240,13100,50,52000,204000,998,3100,490
6800,260,240,7800,52,54000,214000,996,3130,470
6800,270,260,16100,49,55000,196000,998,3150,500
7100,320,240,13100,50,52000,204000,998,3100,490
6900,540,320,13200,50,53000,236000,997,3200,500
6800,260,340,13900,34,39000,134000,995,3330,530
5800,280,350,2300,53,36000,114000,992,3280,500
6400,210,500,11600,42,45000,153000,997,3150,430
7000,160,320,8300,45,38000,126000,996,3210,340
10200,440,880,6200,49,20000,124000,997,2990,510
6800,570,290,2200,40,15000,77000,994,3320,740
6100,400,310,900,48,23000,170000,993,3220,770
5600,245,250,9700,32,12000,68000,994,3310,340
6800,180,380,1400,38,35000,111000,992,3320,590
7000,160,320,8300,45,38000,126000,996,3210,340
6700,130,290,5300,51,31000,122000,994,3440,370
6200,250,250,1400,30,35000,105000,991,3300,440
5800,260,240,9200,44,55000,152000,996,3310,380
7500,270,360,7000,36,45000,164000,994,3030,330
5800,260,240,9200,44,55000,152000,996,3310,380
5700,280,240,17500,44,60000,167000,999,3310,440
7500,230,360,7000,36,43000,161000,994,3040,320
7500,270,360,7000,36,45000,164000,994,3030,330
7200,685,210,9500,70,33000,172000,997,3000,550
6200,250,250,1400,30,35000,105000,991,3300,440
6500,190,300,800,43,33000,144000,994,3420,390
6300,495,220,1800,46,31000,140000,993,3390,540
7100,240,410,17800,46,39000,145000,1000,3320,390
6400,170,320,2400,48,41000,200000,994,3500,500
7100,250,320,10300,41,66000,272000,997,3170,520
6400,170,320,2400,48,41000,200000,994,3500,500
7100,240,410,17800,46,39000,145000,1000,3320,390
6800,640,80,9700,62,26000,142000,997,3370,460
8300,280,400,7800,41,38000,194000,998,3340,510
8200,270,390,7800,39,49000,208000,998,3310,510
7200,230,380,14300,58,55000,194000,998,3090,440
7200,230,380,14300,58,55000,194000,998,3090,440
7200,230,380,14300,58,55000,194000,998,3090,440
7200,230,380,14300,58,55000,194000,998,3090,440
6800,520,320,13200,44,54000,221000,997,3270,500
7000,260,590,1400,37,40000,120000,992,3340,410
6200,250,210,15550,39,28000,159000,998,3480,640
7300,320,230,13700,50,49000,197000,999,3200,460
7700,310,260,7800,31,23000,90000,994,3130,500
7100,210,370,2400,26,23000,100000,990,3150,380
6800,240,340,2700,47,64500,218500,993,3300,580
6900,400,560,11200,43,40000,142000,998,3140,460
6100,180,360,2000,38,20000,249500,992,3370,790
6800,210,270,2100,30,26000,139000,990,3160,610
5800,200,270,1400,31,12000,77000,991,3250,360
5600,190,260,1400,30,12000,76000,991,3250,370
6100,410,140,10400,37,18000,119000,996,3380,450
5900,210,280,4600,53,40000,199000,996,3720,700
8500,260,210,16200,74,41000,197000,998,3020,500
6900,400,560,11200,43,40000,142000,998,3140,460
5800,240,440,3500,29,5000,109000,991,3530,430
5800,240,390,1500,54,37000,158000,993,3210,520
6700,260,390,1100,40,45000,147000,994,3320,580
6300,350,300,5700,35,8000,97000,993,3270,410
6300,350,300,5700,35,8000,97000,993,3270,410
6400,230,390,1800,32,23000,118000,991,3320,500
5800,360,380,900,37,3000,75000,990,3280,340
6900,115,350,5400,48,36000,108000,994,3320,420
6900,290,400,19450,43,36000,156000,1000,2930,470
6900,280,400,8200,36,15000,95000,994,3170,330
7200,290,400,13600,45,66000,231000,998,3080,590
6200,240,350,1200,38,22000,167000,991,3100,480
6900,290,400,19450,43,36000,156000,1000,2930,470
6900,320,260,8300,53,32000,180000,997,3250,510
5300,580,70,6900,43,34000,149000,994,3340,570
5300,585,70,7100,44,34000,145000,995,3340,570
5400,590,70,7000,45,36000,147000,994,3340,570
6900,320,260,8300,53,32000,180000,997,3250,510
5200,600,70,7000,44,33000,147000,994,3330,580
5800,250,260,13100,51,44000,148000,997,3290,380
6600,580,300,5100,57,30000,123000,995,3240,380
7000,290,540,10700,46,59000,234000,997,3050,610
6600,190,410,8900,46,51000,169000,995,3140,570
6700,200,410,9100,44,50000,166000,995,3140,580
7700,260,400,1100,42,9000,60000,992,2890,500
6800,320,340,1200,44,14000,67000,992,3050,470
7000,300,490,4700,36,17000,105000,992,3260,680
7000,240,360,2800,34,22000,112000,990,3190,380
6100,310,580,5000,39,36000,114000,991,3300,600
6800,440,370,5100,47,46000,201000,994,3080,650
6700,340,300,15600,54,51000,196000,998,3190,490
7100,350,240,15400,55,46000,198000,999,3120,490
7300,320,250,7200,56,47000,180000,996,3080,470
6500,280,330,15700,53,51000,190000,998,3220,510
7200,230,390,14200,58,49000,192000,998,2980,480
7200,230,390,14200,58,49000,192000,998,2980,480
7200,230,390,14200,58,49000,192000,998,2980,480
7200,230,390,14200,58,49000,192000,998,2980,480
5900,150,310,5800,41,53000,155000,995,3520,460
7400,280,420,19800,66,53000,195000,1000,2960,440
6200,280,220,7300,41,26000,157000,996,3440,640
9100,590,380,1600,66,34000,182000,997,3230,380
6300,330,270,1200,46,34000,175000,993,3370,540
8300,390,700,10600,45,33000,169000,998,3090,570
7200,190,460,3800,41,82000,187000,993,3190,600
7500,170,440,11300,46,65000,146000,997,3170,450
6700,170,500,2100,43,27000,122000,992,3150,450
6100,410,1,1600,63,36000,87000,991,3270,670
8300,200,350,900,50,12000,74000,992,3130,380
6100,410,1,1600,63,36000,87000,991,3270,670
6000,290,210,1300,55,42000,168000,991,3320,430
7300,410,240,6800,57,41000,163000,995,3200,410
7300,410,240,6800,57,41000,163000,995,3200,410
7200,430,240,6700,58,40000,163000,995,3200,410
7300,400,240,6700,58,41000,166000,995,3200,410
6200,330,270,4900,36,30000,134000,993,3200,420
6200,310,260,4800,37,36000,148000,993,3210,410
6100,360,270,2100,35,16000,100000,992,3400,710
5000,550,140,8300,32,35000,164000,992,3530,510
7800,250,410,3700,42,37000,149000,995,3360,450
5700,360,210,6700,38,51000,166000,994,3290,630
5800,340,210,6600,40,50000,167000,994,3290,620
6800,280,600,1100,132,42000,127000,993,3090,440
6800,250,340,4700,31,34000,134000,993,3210,380
6600,240,350,7700,31,36000,135000,994,3190,370
5900,300,470,7850,30,19000,133000,993,3520,430
6100,125,250,3300,40,10000,69000,993,3540,590
6000,100,240,1100,41,15000,65000,993,3610,610
6600,240,350,7700,31,36000,135000,994,3190,370
6800,250,340,4700,31,34000,134000,993,3210,380
6800,280,440,9300,31,35000,137000,995,3160,360
8300,410,510,2000,46,11000,207000,993,3020,550
7500,270,310,5800,57,131000,313000,995,3180,590
7900,260,410,15150,40,38000,216000,998,2960,600
6400,340,230,6300,39,37000,143000,994,3190,650
6500,280,350,15400,42,55000,195000,998,3230,500
7200,210,410,1300,36,33000,85000,992,3170,510
6400,320,350,4800,30,34000,101000,991,3360,600
6800,240,340,4600,32,37000,135000,993,3200,390
6300,230,300,1800,33,16000,91000,991,3280,400
6500,280,340,9900,38,30000,133000,995,3110,440
5600,260,260,5700,31,12000,80000,992,3250,380
6300,230,300,1800,33,16000,91000,991,3280,400
6300,230,330,1500,36,15000,105000,991,3320,420
5800,270,270,12300,45,55000,170000,997,3280,420
5900,260,400,1300,47,12000,139000,995,3450,530
6600,180,350,1500,49,49000,141000,993,3430,850
7400,200,430,7800,45,27000,153000,996,3190,550
8000,240,360,1500,47,17000,129000,995,3200,540
6400,260,420,9700,44,30000,140000,996,3180,470
5400,310,470,3000,53,46000,144000,993,3290,760
5400,290,470,3000,52,47000,145000,993,3290,750
7100,145,330,4600,50,33000,131000,994,3280,400
5600,340,100,1300,31,20000,68000,991,3360,510
6700,190,410,15600,56,75000,155000,1000,3200,440
7800,180,460,13600,52,38000,118000,998,3150,500
7600,170,450,11200,54,56000,137000,997,3150,470
6300,120,360,2100,44,47000,146000,991,3270,740
7300,330,400,6850,38,32000,138000,992,3030,300
5500,335,300,2500,71,27000,128000,992,3140,510
7300,330,400,6850,38,32000,138000,992,3030,300
5800,400,420,4400,47,38500,245000,994,3250,570
7300,220,370,14300,63,48000,191000,998,2890,380
7300,220,370,14300,63,48000,191000,998,2890,380
6100,360,330,1100,50,24000,169000,993,3150,780
10000,200,390,1400,50,19000,152000,994,3000,420
6900,240,340,4700,40,43000,161000,994,3200,590
6400,240,320,14900,47,54000,162000,997,3280,500
7100,365,140,1200,55,24000,84000,994,3150,430
6800,150,300,5300,50,40000,127000,994,3400,390
7300,220,370,14300,63,48000,191000,998,2890,380
6800,160,400,2300,37,18000,102000,992,3490,420
6000,260,320,3500,28,29000,113000,991,3400,710
6000,180,270,1500,89,40000,143000,992,3490,620
6900,330,210,1000,53,39000,148000,993,3120,450
7700,290,480,2300,49,36000,178000,993,3170,640
7100,390,350,12500,44,26000,72000,994,3170,290
6900,330,210,1000,53,39000,148000,993,3120,450
7700,290,480,2300,49,36000,178000,993,3170,640
6600,905,190,800,48,17000,204000,993,3340,560
7200,270,270,2400,48,30000,149000,994,3100,510
5100,330,220,1600,27,18000,89000,989,3510,380
5100,330,220,1600,27,18000,89000,989,3510,380
6400,310,280,1500,37,12000,119000,992,3320,510
7300,200,440,1400,45,21000,98000,992,3150,460
5700,320,500,2600,49,17000,155000,993,3220,640
6400,310,280,1500,37,12000,119000,992,3320,510
7300,200,440,1400,45,21000,98000,992,3150,460
7200,280,260,12500,46,48000,179000,998,3100,520
7500,350,280,9600,51,26000,157000,997,3120,530
7200,270,270,2400,48,30000,149000,994,3100,510
6000,360,390,3200,27,20000,125000,991,3380,390
5100,330,220,1600,27,18000,89000,989,3510,380
5000,170,560,1500,26,24000,115000,991,3480,390
6300,390,350,5900,40,82500,260000,994,3120,660
6700,210,320,5400,47,29000,140000,995,3390,460
7000,300,380,14900,32,60000,181000,998,3180,610
7000,300,380,14900,32,60000,181000,998,3180,610
6500,360,320,1100,31,13000,66000,992,3100,460
6100,550,150,9800,31,19000,125000,996,3360,470
7300,240,430,2000,21,20000,69000,990,3080,560
6800,370,510,11800,44,62000,163000,998,3190,440
6800,270,120,1300,40,87000,168000,992,3180,410
8200,280,420,1800,31,30000,93000,992,3090,390
6300,200,400,1500,37,35000,107000,992,3460,500
5900,260,270,18200,48,52000,168000,999,3350,440
6400,190,420,2900,32,32000,83000,991,3300,410
6300,200,400,1500,37,35000,107000,992,3460,500
6800,370,510,11800,44,62000,163000,998,3190,440
6100,350,70,1400,69,22000,108000,993,3230,520
7100,270,310,18200,46,55000,252000,1000,3070,560
6800,220,310,6300,35,33000,170000,992,3240,660
6800,270,120,1300,40,87000,168000,992,3180,410
5800,280,340,4000,31,40000,99000,990,3390,390
6900,490,240,1200,49,13000,125000,993,3170,510
6300,140,390,1200,44,26000,116000,992,3260,530
8200,280,420,1800,31,30000,93000,992,3090,390
7200,250,390,18950,38,42000,155000,1000,2970,470
7300,280,360,12700,40,38000,140000,998,3300,790
7200,190,390,1200,36,32000,85000,992,3160,500
7200,190,390,1200,36,32000,85000,992,3160,500
7200,250,390,18950,38,42000,155000,1000,2970,470
7300,280,360,12700,40,38000,140000,998,3300,790
7400,210,270,1200,41,27000,99000,993,3190,330
6800,260,220,7700,47,57000,210000,996,3100,470
7400,210,270,1200,41,27000,99000,993,3190,330
7400,310,280,1600,50,33000,137000,993,3310,560
7000,220,310,2700,30,41000,136000,990,3160,370
7000,210,280,8700,45,37000,222000,995,3250,540
7000,210,280,8600,45,37000,221000,995,3250,540
7000,210,280,8600,45,37000,221000,995,3250,540
6900,230,380,8300,47,47000,162000,995,3340,520
7000,210,280,8700,45,37000,222000,995,3250,540
7000,210,280,8600,45,37000,221000,995,3250,540
6800,290,500,13300,53,48000,194000,997,3090,450
7800,210,270,1200,51,20000,89000,994,3060,460
7100,310,470,13600,56,54000,197000,998,3100,490
6800,290,500,13300,53,48000,194000,997,3090,450
6400,340,100,1100,48,19000,84000,993,3210,380
7400,155,340,2300,45,73500,214000,993,3180,610
7200,550,90,1500,108,16000,151000,994,3070,570
7000,230,360,7100,28,31000,104000,992,3350,470
6900,200,370,6200,27,24000,97000,992,3380,490
6100,280,320,2500,42,23000,218500,994,3270,600
6600,160,320,1400,35,49000,186000,991,3350,640
7400,155,340,2300,45,73500,214000,993,3180,610
6200,350,40,1200,60,23000,108000,993,3260,540
6700,220,370,1600,28,24000,102000,991,3290,590
6100,380,200,6600,33,25000,137000,994,3300,690
6000,250,280,2200,26,54000,126000,990,3430,650
6600,520,440,12200,48,54000,245000,998,3260,540
6900,240,360,20800,31,40000,139000,998,3200,330
7100,320,320,11000,38,16000,66000,994,3240,400
5800,280,270,2600,54,30000,156000,991,3530,420
6500,410,240,14000,48,24000,113000,998,3440,530
6500,410,240,14000,48,24000,113000,998,3440,530
6400,280,290,1600,52,34000,127000,993,3480,560
7200,600,200,9900,70,21000,174000,997,3030,540
6100,200,250,1200,38,34000,128000,992,3240,440
5900,460,140,2700,42,27000,160000,993,3460,510
6000,270,270,1600,46,32000,113000,992,3410,510
6400,280,290,1600,52,34000,127000,993,3480,560
6400,410,240,14000,48,24000,113000,998,3440,530
6300,230,310,1500,22,11000,82000,989,3300,400
7100,210,270,8600,56,26000,111000,996,2950,520
6000,370,320,1000,53,31000,218500,992,3290,720
6100,430,350,9100,59,83000,249000,997,3370,500
7100,210,270,8600,56,26000,111000,996,2950,520
7000,250,290,15200,47,40000,171000,998,3220,450
5900,250,190,12400,47,50000,162000,997,3350,380
6800,320,210,2200,44,15000,68000,993,3170,390
7200,390,620,11000,47,66000,178000,998,3160,500
6300,210,580,10000,81,34000,126000,996,2950,460
7000,140,320,9000,39,54000,141000,996,3220,430
6800,320,210,2200,44,15000,68000,993,3170,390
7200,390,620,11000,47,66000,178000,998,3160,500
7200,290,530,18150,47,59000,182000,999,3090,520
8600,370,700,12150,39,21000,158000,998,3000,730
6500,380,340,3400,36,34000,200000,994,3140,760
6600,240,290,2000,23,19000,86000,990,3250,450
7000,170,310,4800,34,34000,132000,994,3360,480
5500,160,220,4500,30,30000,102000,994,3240,360
7000,240,510,11000,29,55000,227000,997,3030,610
7400,280,360,1100,28,42000,105000,989,2990,390
7000,220,280,1500,37,29000,115000,993,3110,550
7100,550,130,1700,73,21000,165000,994,2970,580
6300,220,330,1700,41,67000,164000,993,3320,560
6700,470,340,8900,43,31000,172000,996,3220,600
5900,360,410,1300,47,45000,104000,992,3330,510
5800,250,240,13300,44,41000,137000,997,3340,420
6700,470,340,8900,43,31000,172000,996,3220,600
6200,370,300,6600,346,79000,200000,995,3290,580
6200,180,380,1500,28,36000,117000,993,3470,540
6000,160,370,1500,25,43000,117000,993,3460,510
6600,340,280,1300,35,32000,90000,992,3100,420
7400,290,290,1600,45,53000,180000,994,3340,680
7400,260,310,7600,47,52000,177000,996,3130,450
7000,280,360,1000,35,8000,70000,990,3090,460
7100,230,390,1600,32,12000,65000,990,3250,400
7800,190,260,8900,39,42000,182000,996,3180,460
6300,190,280,1800,22,28000,158000,991,3200,640
6800,200,380,4700,40,27000,103000,994,3370,580
5700,440,130,7000,25,28000,173000,991,3330,480
7200,400,620,10800,41,70000,189000,998,3080,490
6800,230,320,1600,26,43000,147000,990,3290,540
5700,335,340,1000,40,13000,174000,992,3270,660
7200,400,620,10800,41,70000,189000,998,3080,490
7200,280,540,16700,45,54000,200000,999,3080,490
6800,190,580,14200,38,51000,164000,998,3120,480
6400,300,300,2250,38,8000,210000,994,3200,620
6500,300,290,2250,37,8000,210000,994,3190,620
7800,180,310,12200,53,46000,140000,998,3060,530
7800,180,310,12200,53,46000,140000,998,3060,530
7300,510,260,3300,90,7000,135000,994,3010,520
6000,240,270,1900,48,40000,170000,994,3640,540
5900,620,280,3500,39,55000,152000,991,3440,440
6000,240,270,1900,48,40000,170000,994,3640,540
6700,270,120,1300,41,62000,138000,992,3210,420
7800,340,350,1800,42,8000,167000,991,3110,410
7300,260,360,5200,40,31000,141000,993,3160,590
7400,360,330,1400,25,27000,55000,992,3210,330
7800,280,320,9000,36,34000,115000,995,3170,390
6100,310,260,2200,51,28000,167000,993,3370,470
6800,180,370,1600,55,47000,154000,993,3080,450
7400,150,420,1700,45,49000,154000,992,3000,600
5900,130,280,1900,50,20000,78000,992,3430,640
7200,340,340,12600,48,7000,41000,994,3190,400
7900,190,260,2100,39,8000,143000,994,3050,740
7900,190,260,2100,39,8000,143000,994,3050,740
6900,250,400,1300,38,22000,101000,990,3030,390
5800,360,320,1700,33,22000,96000,990,3030,380
5600,350,370,1000,38,6000,72000,990,3370,340
5900,320,390,3300,114,24000,140000,993,3090,450
7200,310,460,5000,40,3000,29000,991,3040,530
6100,280,220,1800,34,32000,116000,990,3360,440
5200,360,20,1600,31,24000,104000,990,3440,350
5600,190,470,4500,30,19000,112000,992,3560,450
6400,100,350,4900,48,31000,103000,995,3430,790
6400,180,480,4000,186,64000,150000,995,3060,400
7400,250,360,13200,67,53000,178000,998,3010,480
7400,250,360,13200,67,53000,178000,998,3010,480
7400,250,360,13200,67,53000,178000,998,3010,480
7900,345,510,15300,47,54000,171000,999,3090,510
7900,345,510,15300,47,54000,171000,999,3090,510
7400,250,360,13200,67,53000,178000,998,3010,480
6100,240,300,1500,45,22000,61000,992,3310,540
6800,250,240,4550,53,41000,211000,996,3370,670
6700,310,310,9900,40,10000,175000,995,3460,550
7200,460,650,10400,50,76000,192000,998,3160,420
5500,350,350,1100,45,14000,167000,992,3340,680
6700,240,410,8700,36,29000,148000,995,3220,620
6800,280,170,13900,47,49000,162000,998,3210,510
6400,160,220,1400,40,41000,149000,993,3490,580
6300,260,240,7200,39,38000,172000,996,3490,640
7700,220,420,1900,52,10000,87000,992,3300,490
6500,180,310,1700,44,30000,127000,993,3490,500
7200,460,650,10400,50,76000,192000,998,3160,420
7000,300,510,13600,50,40000,168000,998,3070,520
9200,250,340,1200,26,31000,93000,992,2930,370
7800,280,340,1600,28,32000,118000,990,3000,380
7000,300,510,13600,50,40000,168000,998,3070,520
7800,280,340,1600,28,32000,118000,990,3000,380
